,Text,Label,tokenized_text
12128,i feel so selfish so self indulgent,1,"[1, 2, 14, 426, 14, 286, 4140]"
12129,i feel pressured to talk to them,4,"[1, 2, 581, 4, 279, 4, 63]"
12130,i just wanted to apologize to you because i feel like a heartless bitch,1,"[1, 31, 254, 4, 2319, 4, 30, 36, 1, 2, 13, 6, 1180, 1257]"
12131,i feel so unimportant to you now its not even fucking funny,0,"[1, 2, 14, 706, 4, 30, 57, 78, 25, 74, 916, 454]"
12132,i m filled with astonishment and feel amused about what this city has witnesed today,5,"[1, 92, 1367, 24, 7219, 3, 2, 902, 26, 53, 22, 1225, 98, 13366, 121]"
12133,i was feeling stressed we were all like coiled springs and it wasnt going to end well,0,"[1, 19, 7, 232, 81, 129, 35, 13, 13367, 13368, 3, 12, 327, 86, 4, 227, 134]"
12134,i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher,5,"[1, 69, 80, 43, 1718, 13369, 49, 80, 18, 3131, 43, 13370, 37, 4, 275, 11, 5808, 61, 2, 58, 54, 293, 44, 6, 4298]"
12135,i feel like a whore and im ashamed of,0,"[1, 2, 13, 6, 4959, 3, 16, 405, 9]"
12136,i feel bedroom rockers and hardcore music buffs will like the smart traditional look and feel to these headphones,5,"[1, 2, 2221, 13371, 3, 2867, 557, 13372, 58, 13, 5, 638, 2760, 162, 3, 2, 4, 108, 4404]"
12137,i have this kind of life so my girlfriend would feel very lonely for sure,0,"[1, 20, 22, 167, 9, 77, 14, 10, 1315, 64, 2, 45, 363, 15, 157]"
12138,i have been in the advertising world for over years and left nyc years ago after working as a creative director at some of the best agencies in the world feeling discouraged demoralized and questioning everything that i thought i love in the world of creativity,0,"[1, 20, 47, 11, 5, 4855, 183, 15, 115, 214, 3, 171, 5203, 214, 490, 125, 369, 28, 6, 457, 2566, 32, 68, 9, 5, 298, 7260, 11, 5, 183, 7, 513, 13373, 3, 2295, 176, 8, 1, 193, 1, 84, 11, 5, 183, 9, 1984]"
12139,i have every right to feel outraged that their legacy may be in danger,1,"[1, 20, 146, 113, 4, 2, 1301, 8, 110, 4716, 221, 27, 11, 3089]"
12140,i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,4,"[1, 104, 4, 38, 125, 85, 2574, 1453, 88, 13, 22, 18, 1, 71, 111, 2, 6, 55, 538, 4, 948, 18, 1, 38, 984]"
12141,i believe him when he says it was a mistake i feel hes being sincere but i want him to be sure as to what he wants from me,5,"[1, 316, 73, 33, 65, 1026, 12, 19, 6, 1805, 1, 2, 506, 60, 636, 18, 1, 66, 73, 4, 27, 157, 28, 4, 53, 65, 871, 59, 17]"
12142,i grabbed my shoes no socks too lazy and got on the car and the teacher greeted omg she is so nice i feel really bad,0,"[1, 2985, 10, 1191, 95, 3223, 93, 976, 3, 140, 29, 5, 762, 3, 5, 1349, 4172, 6935, 97, 21, 14, 534, 1, 2, 40, 210]"
12143,i feel like im supportive of my friends and their endeavors and i dont do that for the sole purpose of having it returned but i often find myself thinking why am i having to beg for support right now,2,"[1, 2, 13, 16, 667, 9, 10, 172, 3, 110, 3020, 3, 1, 87, 38, 8, 15, 5, 5050, 1226, 9, 149, 12, 2233, 18, 1, 230, 163, 50, 262, 160, 23, 1, 149, 4, 4112, 15, 522, 113, 57]"
12144,i can t fit in in beirut where i have the nagging feeling that i m in a heartless place,1,"[1, 39, 42, 1046, 11, 11, 13374, 152, 1, 20, 5, 4581, 7, 8, 1, 92, 11, 6, 1180, 222]"
12145,i must not be left to feel foolish lost unhappy and with distaste,0,"[1, 295, 25, 27, 171, 4, 2, 785, 269, 452, 3, 24, 13375]"
12146,i went back to it because i was feeling so intensely crappy,0,"[1, 268, 99, 4, 12, 36, 1, 19, 7, 14, 2072, 620]"
12147,i love tv wall mounts and feel that they are a handsome advance that not only looks great but saves a ton of plot if you are attracted in receiving one don t just put down roots with the first one that you see like most population do,5,"[1, 84, 1245, 1338, 13376, 3, 2, 8, 61, 43, 6, 2593, 3431, 8, 25, 117, 855, 304, 18, 13377, 6, 2126, 9, 1899, 48, 30, 43, 2425, 11, 1796, 70, 103, 42, 31, 247, 141, 2769, 24, 5, 194, 70, 8, 30, 112, 13, 133, 3345, 38]"
12148,i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,1,"[1, 69, 1, 64, 20, 47, 7, 150, 795, 48, 1, 1516, 47, 41, 3, 141, 1151, 5, 245, 34, 10, 3301, 3367, 8, 74, 136, 1, 327, 8, 7119, 12, 143, 28, 136, 83, 19, 535, 29, 10, 1059, 3, 6355, 17]"
12149,i sometimes feel so vulnerable and so lost,4,"[1, 185, 2, 14, 469, 3, 14, 269]"
12150,i feel amazed knowing that it had been even bigger,3,"[1, 2, 446, 489, 8, 12, 56, 47, 74, 1785]"
12151,i pay godaddy for the privellege of having a domain i feel im also supporting their efforts to get this bill that i vehemently oppose shoved through,2,"[1, 941, 13378, 15, 5, 13379, 9, 149, 6, 13380, 1, 2, 16, 116, 332, 110, 1737, 4, 54, 22, 2733, 8, 1, 13381, 13382, 7261, 137]"
12152,i feel ugly i look ugly,0,"[1, 2, 584, 1, 162, 584]"
12153,im feeling funny a href http,3,"[16, 7, 454, 6, 209, 187]"
12154,i feel weird sharing that but this is the source of some of my greatest insecurities,3,"[1, 2, 246, 1024, 8, 18, 22, 21, 5, 3405, 9, 68, 9, 10, 3023, 4038]"
12155,ive not used elvive for years and i admit to feeling a bit naughty having strayed from an sls free formula,2,"[72, 25, 305, 13383, 15, 214, 3, 1, 421, 4, 7, 6, 82, 662, 149, 13384, 59, 76, 13385, 294, 3597]"
12156,i feel empty and dim if i miss that,0,"[1, 2, 501, 3, 13386, 48, 1, 442, 8]"
12157,i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai,5,"[1, 103, 42, 2, 30, 35, 5, 51, 3, 30, 371, 25, 111, 29, 10, 314, 18, 1, 289, 140, 30, 59, 51, 4, 51, 3, 1, 46, 5, 529, 863, 1, 46, 5, 529, 12, 35, 565, 32, 6448, 13387]"
12158,i always tell them to just wear what makes them look feel cute,5,"[1, 111, 220, 63, 4, 31, 515, 53, 151, 63, 162, 2, 471]"
12159,i feel have wronged me,1,"[1, 2, 20, 596, 17]"
12160,i watch this clip every time i feel a bit miserable and need a laugh,0,"[1, 546, 22, 4912, 146, 51, 1, 2, 6, 82, 392, 3, 104, 6, 1322]"
12161,i am feeling emotionally and physically exhausted,0,"[1, 23, 7, 940, 3, 970, 398]"
12162,i feel that i am neither of those two types i should be a sheep type of boyfriend that kind of person who is gentle likes to take care of people and of course hopes to be taken care of many times as well,2,"[1, 2, 8, 1, 23, 1609, 9, 142, 218, 3771, 1, 120, 27, 6, 13388, 839, 9, 1079, 8, 167, 9, 170, 75, 21, 705, 2021, 4, 182, 311, 9, 62, 3, 9, 694, 2046, 4, 27, 764, 311, 9, 159, 195, 28, 134]"
12163,i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,1,"[1, 208, 676, 15, 68, 2088, 3032, 9, 2653, 3, 848, 4, 2457, 17, 18, 35, 1, 2, 21, 411, 3, 5247]"
12164,i seriously feel uncomfortable,4,"[1, 877, 2, 497]"
12165,i feel threatened i feel fear,4,"[1, 2, 640, 1, 2, 770]"
12166,i enjoy exercising feeling and looking fantastic amd love having so much more energy,5,"[1, 477, 4366, 7, 3, 252, 683, 13389, 84, 149, 14, 85, 37, 455]"
12167,i feel you see frantic and thus i am afraid,4,"[1, 2, 30, 112, 851, 3, 1653, 1, 23, 300]"
12168,i always found there is undiscovered peaceful under the deeper water that make myself feel calm at same time when i be afraid at first sight i explored it,5,"[1, 111, 322, 80, 21, 13390, 756, 735, 5, 3296, 927, 8, 79, 50, 2, 484, 32, 223, 51, 33, 1, 27, 300, 32, 194, 2209, 1, 4689, 12]"
12169,i feel like ive been defeated,0,"[1, 2, 13, 72, 47, 693]"
12170,i am feeling mega pathetic and clingy todayyy,0,"[1, 23, 7, 7262, 610, 3, 7263, 13391]"
12171,i would like a lazy immersed in my boring feeling i like the friends have a pleasant talk together and boring,5,"[1, 64, 13, 6, 976, 5162, 11, 10, 710, 7, 1, 13, 5, 172, 20, 6, 542, 279, 422, 3, 710]"
12172,i feel that my child will be very handsome or beautiful a perfect harmony between my husband and i,5,"[1, 2, 8, 10, 378, 58, 27, 45, 2593, 34, 554, 6, 355, 6599, 480, 10, 541, 3, 1]"
12173,i cant describe how im feeling without giving it away but in a way im feeling a bit heartbroken but definitely touched,0,"[1, 130, 1035, 52, 16, 7, 173, 545, 12, 161, 18, 11, 6, 90, 16, 7, 6, 82, 625, 18, 645, 1637]"
12174,i t want t know f t habitual t feel frightened wh n initiation r career,4,"[1, 42, 66, 42, 46, 1996, 42, 13392, 42, 2, 780, 7264, 1725, 13393, 1793, 1107]"
12175,i feel like ive gone out of my way to be particularly considerate about not having inconsequential complaints so i dont illicit those feelings in others that i so ungraciously had before as well,2,"[1, 2, 13, 72, 599, 49, 9, 10, 90, 4, 27, 368, 1253, 26, 25, 149, 13394, 4509, 14, 1, 87, 13395, 142, 114, 11, 216, 8, 1, 14, 13396, 56, 175, 28, 134]"
12176,i couldn t see a future without the pain and i was feeling heartbroken i d gone from being a very happy and active mum doing lots of outdoor activities with my children,0,"[1, 1104, 42, 112, 6, 418, 173, 5, 260, 3, 1, 19, 7, 625, 1, 668, 599, 59, 60, 6, 45, 153, 3, 1836, 1614, 154, 955, 9, 5993, 1636, 24, 10, 385]"
12177,i feel about colors shades needing to match exactly so i am very thankful for all the time she put into making everything exactly to my liking,5,"[1, 2, 26, 1933, 3980, 1651, 4, 1988, 726, 14, 1, 23, 45, 333, 15, 35, 5, 51, 97, 247, 105, 204, 176, 726, 4, 10, 2604]"
12178,i feel a little less burdened,0,"[1, 2, 6, 55, 150, 520]"
12179,i can run and it feels amazing,3,"[1, 39, 389, 3, 12, 122, 271]"
12180,i were any sort of poet i am convinced i would be sucked in to the romantic literary style and simply write for days about the turning of the leaves the feeling of the cool wind with the warm sun,5,"[1, 129, 145, 343, 9, 5532, 1, 23, 491, 1, 64, 27, 4087, 11, 4, 5, 665, 4321, 909, 3, 537, 224, 15, 148, 26, 5, 1214, 9, 5, 1193, 5, 7, 9, 5, 364, 1610, 24, 5, 1011, 1039]"
12181,i brought my bomber in that way but i don t feel like getting our little convoy of haulers through that as well,5,"[1, 1130, 10, 13397, 11, 8, 90, 18, 1, 103, 42, 2, 13, 179, 132, 55, 13398, 9, 13399, 137, 8, 28, 134]"
12182,i feel offended that youre offended way but in the oh crap there i go offending people again way,1,"[1, 2, 516, 8, 560, 516, 90, 18, 11, 5, 812, 1114, 80, 1, 100, 5349, 62, 128, 90]"
12183,i loved the feeling of providing for my little girl feeling like i could do something worthwhile and so natural as breastfeeding,5,"[1, 265, 5, 7, 9, 2123, 15, 10, 55, 320, 7, 13, 1, 91, 38, 83, 748, 3, 14, 1650, 28, 5216]"
12184,ive been slowly working on my london zine but havent been feeling super inspired,5,"[72, 47, 1145, 369, 29, 10, 1700, 13400, 18, 417, 47, 7, 447, 458]"
12185,i wanted to root for someone to feel wronged and condemned on their behalf,1,"[1, 254, 4, 7265, 15, 147, 4, 2, 596, 3, 6612, 29, 110, 3974]"
12186,i started getting back on track health wise and i already feel relieved,5,"[1, 197, 179, 99, 29, 2414, 1029, 2031, 3, 1, 207, 2, 713]"
12187,i remember amsterdam where the circumstances were difficult and i was feeling melancholy,0,"[1, 189, 3537, 152, 5, 2451, 129, 1142, 3, 1, 19, 7, 511]"
12188,hearing about developments of sience in the west a lot better than china,0,"[1321, 26, 13401, 9, 13402, 11, 5, 2658, 6, 158, 169, 94, 2419]"
12189,i feel like thats a pretty petty thing to complain about,1,"[1, 2, 13, 310, 6, 102, 703, 188, 4, 2226, 26]"
12190,i write when im feeling in the mood to dont let the cute face and my shyness ever fool you im here,5,"[1, 224, 33, 16, 7, 11, 5, 768, 4, 87, 206, 5, 471, 301, 3, 10, 7092, 164, 2521, 30, 16, 135]"
12191,i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced,4,"[1, 93, 71, 316, 11, 13403, 3, 1, 71, 316, 11, 5, 2597, 1371, 9, 1672, 557, 28, 13404, 13405, 32, 5, 227, 9, 5, 2343, 14, 160, 23, 1, 171, 7, 890, 3, 13406]"
12192,i cant help but feel suspicious of everything,4,"[1, 130, 139, 18, 2, 1002, 9, 176]"
12193,i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost,0,"[1, 2, 74, 37, 577, 141, 173, 5, 3501, 3, 23, 300, 1, 239, 203, 4, 1278, 59, 5, 183, 11, 382, 7, 13, 1, 289, 207, 269]"
12194,i want to feel intelligent sexy cute funny,5,"[1, 66, 4, 2, 700, 1656, 471, 454]"
12195,i don t know how to feel any other way about losing someone who feels like a member of my family than heartbroken,0,"[1, 103, 42, 46, 52, 4, 2, 145, 119, 90, 26, 1082, 147, 75, 122, 13, 6, 2127, 9, 10, 196, 94, 625]"
12196,im not sure if it has something to do with venus being so close but i have been feeling so depressed,0,"[16, 25, 157, 48, 12, 98, 83, 4, 38, 24, 13407, 60, 14, 424, 18, 1, 20, 47, 7, 14, 360]"
12197,i don t feel too troubled over work anymore getting used to the movement of the day,0,"[1, 103, 42, 2, 93, 690, 115, 123, 416, 179, 305, 4, 5, 2296, 9, 5, 96]"
12198,im inclined to believe that im simply too lazy to feel particularly greedy,1,"[16, 3515, 4, 316, 8, 16, 537, 93, 976, 4, 2, 368, 494]"
12199,i only heard news that made me feel really delighted,5,"[1, 117, 903, 901, 8, 131, 17, 2, 40, 938]"
12200,i feel greedy and selfish,1,"[1, 2, 494, 3, 426]"
12201,i could follow every twitch of thought and swell of feeling quiver through his tortured expression,1,"[1, 91, 1326, 146, 7062, 9, 193, 3, 13408, 9, 7, 13409, 137, 106, 404, 2649]"
12202,i feel like i am the most creative and talented person ever okay well maybe not but i do feel pretty good about myself,5,"[1, 2, 13, 1, 23, 5, 133, 457, 3, 475, 170, 164, 1297, 134, 281, 25, 18, 1, 38, 2, 102, 101, 26, 50]"
12203,i feel too smugly virtuous about re using old textiles to feel bad about a few extra seams in a thing,5,"[1, 2, 93, 13410, 758, 26, 371, 774, 266, 13411, 4, 2, 210, 26, 6, 191, 1141, 5718, 11, 6, 188]"
12204,one night,5,"[70, 245]"
12205,i always feel reassured after my appts,5,"[1, 111, 2, 840, 125, 10, 13412]"
12206,i feel so glad that were chosen in the same batch,5,"[1, 2, 14, 339, 8, 129, 1597, 11, 5, 223, 5375]"
12207,i am only confirming that i feel what acker felt or recognise at least that rich world she describes,5,"[1, 23, 117, 13413, 8, 1, 2, 53, 13414, 143, 34, 13415, 32, 288, 8, 487, 183, 97, 4922]"
12208,i feel remorseful when i act the drunken fool too,0,"[1, 2, 982, 33, 1, 948, 5, 13416, 2521, 93]"
12209,i think and how i feel and i m kind of proud that i have the guts to share this,5,"[1, 69, 3, 52, 1, 2, 3, 1, 92, 167, 9, 403, 8, 1, 20, 5, 3353, 4, 345, 22]"
12210,i ask that before you dump millions of dollars into your party which you have rightfully earned perhaps consider that as the leader of the free world you should be feeling the crunch as well,5,"[1, 483, 8, 175, 30, 3419, 3050, 9, 2720, 105, 109, 951, 107, 30, 20, 7099, 6177, 907, 1078, 8, 28, 5, 3191, 9, 5, 294, 183, 30, 120, 27, 7, 5, 5172, 28, 134]"
12211,i feel delighted when i make good food,5,"[1, 2, 938, 33, 1, 79, 101, 518]"
12212,i am now feeling much more positive about her agility future because i could actually see it is there shes due her second measure some time over the next months and i would so love her to measure into small,5,"[1, 23, 57, 7, 85, 37, 381, 26, 67, 13417, 418, 36, 1, 91, 177, 112, 12, 21, 80, 633, 898, 67, 711, 3292, 68, 51, 115, 5, 291, 349, 3, 1, 64, 14, 84, 67, 4, 3292, 105, 467]"
12213,i have here is that whilst in one turn ill want people to make me feel better but on the other i dont want to have to think about it at all,5,"[1, 20, 135, 21, 8, 1868, 11, 70, 548, 211, 66, 62, 4, 79, 17, 2, 169, 18, 29, 5, 119, 1, 87, 66, 4, 20, 4, 69, 26, 12, 32, 35]"
12214,i was feeling benevolent and understanding because i said nothing,5,"[1, 19, 7, 2555, 3, 1217, 36, 1, 199, 226]"
12215,i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,4,"[1, 189, 7, 526, 3, 60, 438, 10, 357, 87, 20, 526, 32, 1875, 18, 25, 149, 5, 1019, 9, 314, 4, 40, 1125, 53, 1, 19, 7]"
12216,i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,1,"[1, 19, 40, 663, 33, 65, 268, 161, 136, 1, 39, 277, 52, 65, 295, 2, 3, 1, 444, 27, 494, 3, 13418, 73, 26, 12]"
12217,i completely feel sympathetic for my children that suffer mentally because life is just too over stimulating,2,"[1, 284, 2, 618, 15, 10, 385, 8, 1578, 1249, 36, 77, 21, 31, 93, 115, 5112]"
12218,i feel the isolation and despair of the rejected,0,"[1, 2, 5, 3948, 3, 2911, 9, 5, 521]"
12219,i feel dirty srcurl http draftbloger,0,"[1, 2, 626, 13419, 187, 13420]"
12220,i feel a divine calling to become an lsd chemist the pub shroomery message board link href smarty templates css www,5,"[1, 2, 6, 529, 1287, 4, 344, 76, 13421, 13422, 5, 3282, 13423, 1509, 3981, 1448, 209, 13424, 7266, 6267, 651]"
12221,i was feeling aching earlier this morning but not much now,0,"[1, 19, 7, 514, 1184, 22, 236, 18, 25, 85, 57]"
12222,i am just kind of left feeling insecure and uneasy in my own skin,4,"[1, 23, 31, 167, 9, 171, 7, 510, 3, 3618, 11, 10, 174, 717]"
12223,i hate feeling that a day got away from me and nothing not one thing productive got done,5,"[1, 231, 7, 8, 6, 96, 140, 161, 59, 17, 3, 226, 25, 70, 188, 671, 140, 273]"
12224,im feeling cranky im not going to lie,1,"[16, 7, 558, 16, 25, 86, 4, 1112]"
12225,im feeling paranoid already,4,"[16, 7, 562, 207]"
12226,i did feel bad for her because she did feel like she was getting pressured to get her cherry popped,0,"[1, 126, 2, 210, 15, 67, 36, 97, 126, 2, 13, 97, 19, 179, 581, 4, 54, 67, 5248, 4626]"
12227,i always feel relaxed and happy there,5,"[1, 111, 2, 583, 3, 153, 80]"
